,FID,T7590,T9000,T0015
61529,61529,1,1,1
61530,61530,9,3,9
61531,61531,2,1,2
61532,61532,5,2,2
61533,61533,1,1,1
61534,61534,2,2,5
61535,61535,5,2,2
61536,61536,9,2,3
61537,61537,5,2,2
61538,61538,1,1,1
61539,61539,1,1,1
61540,61540,2,2,2
61541,61541,5,1,1
61542,61542,5,2,2
61543,61543,1,1,1
61544,61544,5,2,5
61545,61545,1,1,1
61546,61546,9,3,3
61547,61547,5,2,2
61548,61548,1,1,1
61549,61549,1,1,1
61550,61550,2,1,1
61551,61551,9,3,3
61552,61552,1,1,1
61553,61553,2,2,2
61554,61554,2,2,2
61555,61555,5,2,2
61556,61556,5,2,2
61557,61557,2,1,2
61558,61558,2,2,5
61559,61559,2,2,5
61560,61560,2,2,2
61561,61561,1,1,1
61562,61562,5,2,1
61563,61563,1,1,1
61564,61564,1,1,1
61565,61565,2,2,2
61566,61566,2,2,2
61567,61567,2,2,5
61568,61568,5,2,2
61569,61569,5,2,3
61570,61570,5,1,2
61571,61571,2,2,2
61572,61572,5,2,2
61573,61573,2,1,2
61574,61574,1,2,1
61575,61575,5,2,2
61576,61576,3,3,9
61577,61577,1,1,1
61578,61578,1,1,1
61579,61579,5,2,5
61580,61580,1,1,1
61581,61581,2,2,2
61582,61582,1,1,1
61583,61583,5,2,2
61584,61584,2,2,2
61585,61585,2,1,1
61586,61586,5,1,2
61587,61587,1,1,1
61588,61588,2,2,2
61589,61589,1,1,1
61590,61590,5,2,2
61591,61591,2,1,1
61592,61592,5,2,2
61593,61593,5,2,2
61594,61594,1,1,1
61595,61595,1,1,1
61596,61596,5,2,2
61597,61597,1,1,1
61598,61598,1,1,1
61599,61599,5,2,2
61600,61600,1,1,1
61601,61601,2,2,2
61602,61602,2,2,2
61603,61603,2,2,5
61604,61604,2,2,5
61605,61605,3,2,2
61606,61606,1,1,1
61607,61607,2,1,2
61608,61608,1,1,1
61609,61609,1,1,2
61610,61610,2,3,2
61611,61611,2,2,2
61612,61612,2,2,2
61613,61613,2,2,5
61614,61614,2,2,2
61615,61615,2,2,2
61616,61616,2,2,2
61617,61617,1,1,1
61618,61618,2,2,5
61619,61619,2,2,2
61620,61620,2,2,2
61621,61621,2,2,2
61622,61622,2,2,5
61623,61623,2,1,2
61624,61624,2,2,2
61625,61625,1,1,1
61626,61626,2,2,2
61627,61627,2,2,5
61628,61628,2,2,2
61629,61629,2,2,2
61630,61630,2,2,2
61631,61631,2,2,2
61632,61632,2,2,2
61633,61633,1,1,1
61634,61634,2,2,5
61635,61635,3,3,6
61636,61636,2,1,2
61637,61637,2,2,2
61638,61638,5,2,2
61639,61639,5,2,6
61640,61640,2,2,2
61641,61641,2,2,5
61642,61642,2,2,2
61643,61643,2,1,2
61644,61644,2,2,2
61645,61645,1,1,1
61646,61646,2,1,2
61647,61647,2,2,5
61648,61648,2,2,5
61649,61649,2,2,5
61650,61650,2,2,2
61651,61651,5,2,2
61652,61652,2,2,2
61653,61653,2,2,2
61654,61654,2,2,2
61655,61655,2,2,2
61656,61656,2,2,3
61657,61657,2,1,2
61658,61658,2,2,2
61659,61659,2,2,2
61660,61660,2,2,5
61661,61661,1,1,1
61662,61662,2,2,2
61663,61663,2,3,5
61664,61664,2,2,5
61665,61665,2,2,2
61666,61666,2,2,5
61667,61667,3,3,5
61668,61668,2,2,5
61669,61669,2,2,5
61670,61670,2,2,2
61671,61671,3,3,6
61672,61672,2,2,5
61673,61673,2,2,2
61674,61674,3,2,5
61675,61675,2,2,2
61676,61676,2,1,1
61677,61677,1,1,2
61678,61678,2,2,2
61679,61679,3,3,6
61680,61680,2,2,2
61681,61681,3,2,2
61682,61682,2,2,5
61683,61683,2,2,2
61684,61684,5,2,2
61685,61685,2,2,5
61686,61686,5,2,5
61687,61687,5,2,5
61688,61688,2,2,2
61689,61689,2,1,2
61690,61690,2,2,2
61691,61691,5,2,2
61692,61692,2,2,2
61693,61693,2,2,5
61694,61694,2,2,5
61695,61695,6,2,5
61696,61696,2,2,2
61697,61697,2,2,5
61698,61698,2,2,2
61699,61699,2,2,5
61700,61700,1,1,2
61701,61701,2,2,2
61702,61702,5,2,5
61703,61703,2,2,5
61704,61704,5,2,5
61705,61705,2,2,5
61706,61706,1,1,2
61707,61707,2,2,5
61708,61708,2,2,2
61709,61709,2,2,5
61710,61710,3,3,6
61711,61711,1,1,1
61712,61712,1,1,1
61713,61713,2,2,2
61714,61714,2,2,2
61715,61715,2,2,5
61716,61716,2,2,2
61717,61717,5,2,5
61718,61718,2,2,5
61719,61719,2,2,2
61720,61720,2,2,2
61721,61721,2,2,2
61722,61722,1,1,1
61723,61723,2,2,5
61724,61724,2,2,2
61725,61725,2,2,2
61726,61726,2,2,5
61727,61727,3,2,5
61728,61728,2,2,2
61729,61729,6,3,6
61730,61730,1,1,1
61731,61731,2,2,2
61732,61732,2,2,2
61733,61733,2,2,5
61734,61734,1,5,5
61735,61735,2,2,5
61736,61736,5,2,2
61737,61737,2,2,2
61738,61738,2,2,2
61739,61739,2,1,2
61740,61740,2,2,2
61741,61741,3,2,5
61742,61742,3,2,2
61743,61743,2,2,2
61744,61744,2,2,5
61745,61745,2,2,2
61746,61746,2,2,2
61747,61747,2,2,2
61748,61748,2,2,5
61749,61749,2,2,2
61750,61750,2,1,2
61751,61751,2,2,2
61752,61752,2,2,2
61753,61753,2,2,5
61754,61754,2,2,2
61755,61755,2,1,2
61756,61756,2,2,2
61757,61757,2,2,2
61758,61758,1,1,1
61759,61759,2,2,2
61760,61760,2,2,2
61761,61761,2,2,2
61762,61762,3,2,3
61763,61763,2,2,5
61764,61764,2,2,2
61765,61765,5,2,2
61766,61766,2,2,5
61767,61767,2,2,5
61768,61768,2,2,2
61769,61769,2,2,2
61770,61770,2,2,5
61771,61771,2,2,5
61772,61772,2,2,2
61773,61773,3,9,6
61774,61774,2,2,2
61775,61775,2,2,5
61776,61776,2,1,2
61777,61777,2,1,2
61778,61778,2,2,2
61779,61779,2,2,2
61780,61780,2,2,2
61781,61781,2,2,5
61782,61782,2,2,2
61783,61783,5,2,5
61784,61784,1,1,1
61785,61785,2,2,2
61786,61786,3,2,5
61787,61787,5,2,2
61788,61788,5,2,5
61789,61789,2,2,5
61790,61790,1,1,1
61791,61791,2,2,2
61792,61792,2,2,2
61793,61793,2,2,2
61794,61794,2,2,2
61795,61795,2,1,1
61796,61796,3,2,6
61797,61797,2,2,2
61798,61798,1,1,1
61799,61799,2,3,2
61800,61800,2,2,2
61801,61801,6,6,6
61802,61802,2,2,2
61803,61803,2,2,2
61804,61804,2,2,2
61805,61805,2,2,2
61806,61806,2,2,2
61807,61807,3,3,6
61808,61808,2,2,2
61809,61809,2,2,2
61810,61810,2,2,2
61811,61811,3,2,2
61812,61812,3,2,2
61813,61813,3,2,5
61814,61814,3,6,9
61815,61815,2,2,2
61816,61816,6,6,6
61817,61817,3,3,3
61818,61818,2,2,2
61819,61819,2,2,2
61820,61820,2,2,2
61821,61821,2,2,5
61822,61822,3,3,6
61823,61823,2,2,2
61824,61824,3,3,6
61825,61825,2,2,2
61826,61826,2,2,2
61827,61827,2,2,2
61828,61828,5,2,2
61829,61829,2,2,2
61830,61830,2,2,5
61831,61831,2,2,2
61832,61832,2,3,5
61833,61833,3,3,2
61834,61834,2,2,5
61835,61835,2,2,2
61836,61836,2,2,2
61837,61837,2,2,2
61838,61838,2,2,5
61839,61839,3,6,6
61840,61840,2,2,5
61841,61841,2,1,1
61842,61842,3,2,6
61843,61843,2,1,2
61844,61844,1,1,1
61845,61845,2,2,5
61846,61846,2,2,2
61847,61847,2,2,5
61848,61848,2,2,3
61849,61849,2,2,2
61850,61850,3,3,6
61851,61851,3,2,6
61852,61852,2,2,2
61853,61853,2,2,5
61854,61854,2,2,2
61855,61855,2,2,2
61856,61856,2,2,2
61857,61857,2,2,5
61858,61858,2,2,2
61859,61859,3,2,5
61860,61860,2,2,5
61861,61861,2,2,2
61862,61862,2,2,2
61863,61863,2,2,5
61864,61864,2,2,2
61865,61865,3,2,6
61866,61866,2,2,2
61867,61867,2,1,1
61868,61868,2,2,5
61869,61869,2,2,5
61870,61870,2,2,6
61871,61871,2,2,6
61872,61872,1,1,1
61873,61873,2,2,2
61874,61874,2,2,5
61875,61875,3,2,6
61876,61876,2,2,2
61877,61877,2,2,2
61878,61878,2,2,2
61879,61879,2,2,5
61880,61880,2,2,2
61881,61881,2,2,2
61882,61882,2,2,2
61883,61883,2,2,6
61884,61884,2,2,2
61885,61885,2,2,5
61886,61886,2,2,2
61887,61887,2,2,2
61888,61888,2,1,2
61889,61889,2,2,5
61890,61890,2,2,2
61891,61891,2,1,1
61892,61892,2,2,2
61893,61893,2,2,2
61894,61894,2,2,2
61895,61895,2,2,5
61896,61896,2,2,5
61897,61897,2,2,2
61898,61898,2,1,1
61899,61899,2,2,5
61900,61900,2,2,2
61901,61901,2,2,2
61902,61902,2,2,2
61903,61903,1,1,1
61904,61904,2,2,2
61905,61905,1,1,1
61906,61906,1,1,1
61907,61907,2,2,2
61908,61908,2,2,5
61909,61909,1,2,2
61910,61910,2,2,2
61911,61911,2,2,2
61912,61912,3,1,2
61913,61913,2,5,5
61914,61914,2,2,5
61915,61915,5,2,2
61916,61916,2,2,2
61917,61917,2,2,2
61918,61918,2,2,2
61919,61919,2,2,2
61920,61920,2,2,2
61921,61921,2,2,2
61922,61922,1,1,1
61923,61923,2,5,5
61924,61924,2,2,2
61925,61925,1,1,1
61926,61926,2,2,2
61927,61927,2,2,2
61928,61928,2,2,5
61929,61929,2,5,2
61930,61930,2,2,5
61931,61931,3,3,3
61932,61932,2,2,5
61933,61933,2,2,2
61934,61934,2,2,2
61935,61935,2,5,5
61936,61936,2,1,2
61937,61937,2,2,2
61938,61938,1,1,1
61939,61939,5,5,5
61940,61940,2,2,5
61941,61941,1,1,1
61942,61942,2,2,2
61943,61943,2,2,2
61944,61944,2,2,5
61945,61945,2,2,5
61946,61946,2,5,5
61947,61947,2,5,5
61948,61948,2,2,2
61949,61949,2,2,2
61950,61950,5,5,2
61951,61951,2,5,5
61952,61952,2,2,5
61953,61953,1,1,1
61954,61954,2,5,5
61955,61955,2,2,2
61956,61956,1,1,1
61957,61957,2,2,5
61958,61958,1,2,1
61959,61959,2,2,2
61960,61960,5,5,5
61961,61961,2,2,5
61962,61962,2,5,5
61963,61963,2,2,5
61964,61964,2,2,2
61965,61965,2,1,2
61966,61966,2,5,5
61967,61967,2,5,5
61968,61968,1,2,2
61969,61969,1,1,1
61970,61970,2,5,5
61971,61971,2,2,2
61972,61972,2,2,2
61973,61973,2,5,5
61974,61974,2,2,2
61975,61975,2,5,5
61976,61976,6,3,9
61977,61977,1,1,1
61978,61978,2,2,2
61979,61979,2,2,2
61980,61980,1,1,1
61981,61981,1,1,1
61982,61982,2,2,2
61983,61983,1,1,1
61984,61984,2,6,6
61985,61985,2,2,2
61986,61986,2,2,2
61987,61987,2,2,2
61988,61988,5,5,5
61989,61989,2,2,2
61990,61990,5,5,5
61991,61991,2,2,5
61992,61992,2,5,5
61993,61993,1,1,1
61994,61994,1,1,1
61995,61995,2,2,2
61996,61996,2,2,5
61997,61997,3,3,6
61998,61998,2,2,2
61999,61999,1,1,1
62000,62000,2,2,5
62001,62001,2,2,5
62002,62002,2,2,2
62003,62003,3,3,6
62004,62004,2,2,2
62005,62005,1,1,1
62006,62006,3,2,5
62007,62007,2,2,2
62008,62008,1,1,1
62009,62009,1,1,1
62010,62010,3,6,6
62011,62011,2,2,2
62012,62012,2,2,2
62013,62013,2,2,5
62014,62014,3,2,6
62015,62015,2,2,5
62016,62016,1,1,1
62017,62017,2,2,5
62018,62018,1,1,1
62019,62019,3,3,6
62020,62020,1,1,1
62021,62021,1,1,1
62022,62022,1,1,1
62023,62023,2,2,2
62024,62024,2,2,2
62025,62025,1,1,1
62026,62026,3,3,6
62027,62027,2,2,5
62028,62028,2,2,5
62029,62029,2,2,2
62030,62030,2,2,2
62031,62031,2,2,5
62032,62032,2,2,5
62033,62033,2,2,2
62034,62034,2,2,2
62035,62035,2,2,2
62036,62036,3,2,6
62037,62037,2,2,2
62038,62038,2,2,2
62039,62039,2,2,2
62040,62040,3,2,5
62041,62041,1,1,1
62042,62042,2,3,6
62043,62043,2,2,5
62044,62044,2,2,5
62045,62045,2,2,2
62046,62046,2,2,5
62047,62047,2,2,5
62048,62048,3,3,6
62049,62049,2,2,2
62050,62050,1,1,1
62051,62051,2,2,2
62052,62052,2,2,2
62053,62053,2,2,5
62054,62054,2,1,1
62055,62055,1,1,1
62056,62056,1,1,1
62057,62057,2,2,2
62058,62058,2,2,2
62059,62059,2,2,2
62060,62060,1,1,1
62061,62061,3,3,6
62062,62062,1,1,2
62063,62063,2,1,1
62064,62064,2,2,2
62065,62065,2,2,2
62066,62066,2,1,2
62067,62067,3,3,6
62068,62068,2,2,5
62069,62069,1,1,1
62070,62070,3,3,6
62071,62071,2,2,2
62072,62072,1,1,1
62073,62073,3,3,6
62074,62074,2,2,5
62075,62075,1,1,1
62076,62076,1,1,1
62077,62077,1,1,1
62078,62078,2,2,5
62079,62079,2,2,5
62080,62080,1,1,1
62081,62081,2,2,2
62082,62082,2,2,5
62083,62083,2,2,2
62084,62084,2,2,2
62085,62085,2,2,2
62086,62086,1,1,1
62087,62087,1,1,1
62088,62088,2,1,2
62089,62089,2,2,5
62090,62090,2,1,2
62091,62091,2,1,2
62092,62092,2,2,5
62093,62093,3,2,2
62094,62094,3,2,5
62095,62095,2,2,5
62096,62096,3,2,2
62097,62097,2,2,5
62098,62098,2,2,2
62099,62099,3,3,6
62100,62100,2,2,5
62101,62101,3,2,5
62102,62102,2,2,2
62103,62103,2,2,6
62104,62104,2,2,5
62105,62105,2,2,2
62106,62106,2,2,2
62107,62107,1,2,1
62108,62108,2,1,2
62109,62109,2,2,5
62110,62110,2,2,5
62111,62111,3,2,3
62112,62112,2,2,2
62113,62113,2,2,2
62114,62114,2,1,2
62115,62115,2,2,2
62116,62116,3,2,6
62117,62117,2,1,1
62118,62118,2,2,2
62119,62119,3,3,6
62120,62120,3,2,5
62121,62121,2,2,2
62122,62122,3,2,6
62123,62123,2,2,5
62124,62124,2,2,2
62125,62125,2,2,5
62126,62126,2,2,5
62127,62127,2,1,1
62128,62128,3,3,6
62129,62129,3,2,5
62130,62130,2,1,2
62131,62131,2,2,5
62132,62132,2,2,5
62133,62133,2,2,2
62134,62134,2,2,2
62135,62135,1,1,1
62136,62136,2,2,2
62137,62137,2,2,5
62138,62138,2,2,5
62139,62139,2,1,1
62140,62140,2,2,5
62141,62141,2,2,2
62142,62142,2,2,2
62143,62143,2,2,2
62144,62144,2,2,2
62145,62145,1,1,1
62146,62146,3,1,6
62147,62147,2,2,5
62148,62148,2,3,5
62149,62149,2,1,1
62150,62150,2,2,5
62151,62151,2,2,5
62152,62152,2,2,5
62153,62153,2,2,2
62154,62154,3,3,6
62155,62155,2,2,2
62156,62156,2,2,5
62157,62157,2,2,5
62158,62158,2,2,2
62159,62159,2,2,2
62160,62160,2,1,2
62161,62161,3,2,2
62162,62162,2,2,2
62163,62163,1,1,1
62164,62164,2,2,2
62165,62165,2,2,5
62166,62166,2,2,5
62167,62167,2,2,5
62168,62168,3,3,2
62169,62169,1,1,1
62170,62170,1,1,1
62171,62171,2,2,2
62172,62172,2,2,2
62173,62173,1,1,1
62174,62174,1,1,1
62175,62175,2,2,5
62176,62176,1,1,1
62177,62177,1,1,1
62178,62178,2,2,5
62179,62179,2,2,5
62180,62180,3,2,6
62181,62181,2,2,5
62182,62182,2,2,5
62183,62183,2,2,2
62184,62184,2,2,5
62185,62185,3,6,9
62186,62186,1,1,1
62187,62187,3,5,6
62188,62188,2,2,3
62189,62189,2,2,5
62190,62190,2,2,2
62191,62191,2,2,5
62192,62192,2,2,2
62193,62193,1,1,1
62194,62194,6,6,6
62195,62195,3,2,6
62196,62196,2,2,2
62197,62197,2,1,2
62198,62198,3,6,6
62199,62199,2,2,5
62200,62200,1,1,1
62201,62201,1,1,1
62202,62202,2,2,5
62203,62203,2,2,2
62204,62204,2,2,2
62205,62205,3,3,6
62206,62206,3,3,6
62207,62207,2,2,2
62208,62208,3,3,6
62209,62209,2,2,2
62210,62210,3,1,2
62211,62211,3,3,6
62212,62212,1,1,1
62213,62213,2,2,2
62214,62214,3,2,5
62215,62215,2,2,2
62216,62216,1,2,2
62217,62217,2,2,5
62218,62218,2,2,2
62219,62219,1,1,1
62220,62220,2,2,5
62221,62221,2,2,2
62222,62222,2,2,2
62223,62223,3,2,6
62224,62224,2,2,5
62225,62225,2,2,2
62226,62226,1,1,1
62227,62227,2,2,2
62228,62228,2,2,5
62229,62229,2,2,5
62230,62230,2,2,6
62231,62231,1,1,1
62232,62232,2,2,5
62233,62233,2,2,5
62234,62234,2,1,2
62235,62235,2,2,2
62236,62236,1,1,1
62237,62237,3,6,9
62238,62238,3,3,6
62239,62239,2,2,2
62240,62240,2,2,5
62241,62241,1,1,1
62242,62242,2,1,2
62243,62243,3,2,5
62244,62244,9,6,6
62245,62245,3,2,2
62246,62246,6,3,6
62247,62247,5,5,5
62248,62248,5,5,5
62249,62249,6,5,5
62250,62250,5,5,2
62251,62251,5,5,5
62252,62252,5,5,5
62253,62253,5,5,2
62254,62254,6,6,6
62255,62255,2,2,2
62256,62256,5,5,5
62257,62257,2,2,5
62258,62258,2,5,5
62259,62259,6,6,6
62260,62260,6,5,6
62261,62261,2,2,2
62262,62262,2,2,2
62263,62263,2,2,2
62264,62264,2,2,5
62265,62265,3,2,3
62266,62266,2,2,2
62267,62267,3,6,6
62268,62268,2,5,2
62269,62269,6,6,3
62270,62270,6,3,6
62271,62271,2,5,2
62272,62272,5,2,2
62273,62273,2,2,2
62274,62274,6,5,5
62275,62275,9,9,9
62276,62276,6,3,6
62277,62277,5,5,2
62278,62278,2,2,2
62279,62279,5,2,2
62280,62280,2,2,2
62281,62281,6,6,6
62282,62282,2,2,2
62283,62283,6,6,6
62284,62284,5,2,2
62285,62285,2,2,2
62286,62286,5,2,2
62287,62287,2,2,2
62288,62288,2,1,1
62289,62289,6,2,5
62290,62290,2,2,2
62291,62291,2,5,2
62292,62292,6,6,6
62293,62293,1,1,1
62294,62294,2,2,2
62295,62295,3,3,6
62296,62296,2,2,5
62297,62297,5,2,5
62298,62298,6,5,6
62299,62299,6,5,6
62300,62300,3,6,3
62301,62301,2,2,2
62302,62302,3,3,6
62303,62303,1,1,2
62304,62304,2,2,2
62305,62305,2,2,2
62306,62306,2,2,2
62307,62307,6,6,6
62308,62308,2,2,2
62309,62309,5,2,2
62310,62310,5,2,2
62311,62311,2,2,2
62312,62312,6,6,6
62313,62313,2,2,2
62314,62314,2,2,2
62315,62315,3,6,6
62316,62316,5,2,2
62317,62317,5,2,2
62318,62318,6,3,5
62319,62319,6,3,9
62320,62320,2,2,2
62321,62321,5,2,2
62322,62322,5,5,5
62323,62323,5,5,5
62324,62324,6,6,6
62325,62325,5,5,5
62326,62326,6,5,5
62327,62327,6,6,6
62328,62328,5,5,5
62329,62329,5,2,2
62330,62330,2,2,2
62331,62331,6,5,6
62332,62332,2,2,5
62333,62333,2,2,5
62334,62334,2,2,2
62335,62335,6,6,6
62336,62336,2,2,2
62337,62337,1,1,1
62338,62338,2,2,5
62339,62339,5,2,2
62340,62340,5,5,5
62341,62341,2,2,2
62342,62342,2,2,2
62343,62343,2,2,2
62344,62344,3,2,3
62345,62345,2,2,5
62346,62346,2,2,5
62347,62347,5,2,5
62348,62348,2,2,5
62349,62349,2,2,2
62350,62350,3,5,5
62351,62351,9,6,9
62352,62352,2,2,5
62353,62353,1,1,1
62354,62354,5,2,5
62355,62355,3,3,6
62356,62356,5,2,5
62357,62357,1,1,1
62358,62358,3,2,3
62359,62359,2,2,5
62360,62360,2,2,5
62361,62361,5,5,5
62362,62362,6,6,9
62363,62363,9,9,9
62364,62364,2,2,5
62365,62365,2,2,5
62366,62366,2,2,5
62367,62367,9,9,9
62368,62368,1,1,1
62369,62369,2,2,5
62370,62370,1,1,1
62371,62371,1,1,1
62372,62372,2,3,6
62373,62373,2,2,5
62374,62374,5,5,5
62375,62375,3,5,5
62376,62376,2,2,2
62377,62377,2,5,5
62378,62378,2,2,5
62379,62379,2,2,5
62380,62380,2,2,5
62381,62381,5,2,5
62382,62382,6,3,6
62383,62383,1,1,1
62384,62384,5,2,5
62385,62385,5,2,5
62386,62386,5,2,5
62387,62387,2,5,5
62388,62388,2,2,2
62389,62389,2,5,5
62390,62390,3,2,3
62391,62391,2,2,2
62392,62392,2,2,2
62393,62393,2,2,2
62394,62394,2,1,2
62395,62395,5,5,5
62396,62396,2,1,1
62397,62397,3,3,6
62398,62398,6,6,6
62399,62399,5,2,5
62400,62400,5,2,5
62401,62401,5,2,5
62402,62402,2,5,5
62403,62403,2,2,5
62404,62404,5,5,5
62405,62405,1,1,1
62406,62406,5,5,5
62407,62407,2,1,2
62408,62408,2,5,5
62409,62409,2,2,2
62410,62410,2,2,6
62411,62411,5,6,2
62412,62412,5,2,5
62413,62413,5,2,5
62414,62414,3,3,6
62415,62415,6,6,9
62416,62416,3,9,3
62417,62417,5,2,5
62418,62418,5,2,2
62419,62419,2,2,5
62420,62420,2,2,2
62421,62421,3,3,6
62422,62422,3,3,6
62423,62423,2,2,5
62424,62424,2,2,5
62425,62425,2,2,5
62426,62426,2,1,1
62427,62427,5,2,2
62428,62428,2,2,2
62429,62429,2,2,5
62430,62430,2,2,2
62431,62431,6,6,6
62432,62432,2,2,2
62433,62433,2,2,5
62434,62434,2,2,5
62435,62435,2,2,5
62436,62436,3,6,6
62437,62437,6,5,6
62438,62438,2,5,5
62439,62439,5,5,5
62440,62440,3,2,6
62441,62441,2,2,2
62442,62442,2,2,5
62443,62443,2,5,5
62444,62444,2,2,5
62445,62445,6,3,6
62446,62446,3,3,3
62447,62447,1,1,1
62448,62448,2,2,5
62449,62449,2,2,2
62450,62450,2,2,5
62451,62451,2,2,2
62452,62452,1,1,2
62453,62453,2,2,5
62454,62454,1,1,2
62455,62455,2,2,5
62456,62456,2,5,5
62457,62457,6,3,6
62458,62458,1,1,1
62459,62459,5,2,5
62460,62460,2,3,6
62461,62461,5,5,5
62462,62462,2,2,2
62463,62463,5,2,5
62464,62464,6,5,5
62465,62465,5,2,5
62466,62466,2,2,2
62467,62467,2,2,5
62468,62468,2,2,5
62469,62469,2,2,5
62470,62470,5,5,5
62471,62471,1,1,1
62472,62472,5,2,5
62473,62473,2,2,2
62474,62474,6,6,9
62475,62475,2,1,2
62476,62476,3,3,6
62477,62477,5,2,2
62478,62478,2,2,5
62479,62479,5,2,5
62480,62480,3,3,3
62481,62481,2,2,3
62482,62482,2,2,2
62483,62483,2,5,2
62484,62484,2,5,5
62485,62485,2,2,5
62486,62486,2,2,5
62487,62487,6,3,3
62488,62488,5,5,5
62489,62489,2,2,5
62490,62490,5,2,5
62491,62491,6,6,6
62492,62492,6,5,6
62493,62493,2,2,2
62494,62494,5,5,5
62495,62495,5,5,5
62496,62496,9,6,9
62497,62497,5,5,5
62498,62498,2,2,2
62499,62499,3,3,6
62500,62500,1,2,2
62501,62501,6,5,5
62502,62502,2,2,2
62503,62503,2,2,5
62504,62504,2,2,5
62505,62505,5,2,5
62506,62506,5,2,5
62507,62507,2,2,5
62508,62508,3,2,3
62509,62509,3,3,3
62510,62510,2,2,2
62511,62511,2,5,5
62512,62512,5,5,5
62513,62513,2,2,2
62514,62514,2,5,5
62515,62515,2,2,5
62516,62516,5,2,5
62517,62517,2,2,2
62518,62518,2,1,2
62519,62519,2,3,5
62520,62520,5,5,5
62521,62521,5,2,5
62522,62522,2,2,2
62523,62523,2,2,5
62524,62524,5,5,5
62525,62525,9,6,6
62526,62526,1,1,2
62527,62527,2,2,5
62528,62528,3,6,6
62529,62529,2,5,2
62530,62530,1,1,1
62531,62531,2,2,2
62532,62532,5,5,5
62533,62533,2,2,5
62534,62534,1,1,1
62535,62535,1,1,1
62536,62536,2,2,2
62537,62537,2,2,2
62538,62538,3,3,3
62539,62539,5,2,5
62540,62540,2,2,2
62541,62541,1,1,1
62542,62542,6,3,6
62543,62543,2,2,5
62544,62544,2,2,5
62545,62545,2,2,2
62546,62546,2,2,2
62547,62547,5,5,5
62548,62548,2,2,2
62549,62549,2,2,2
62550,62550,2,5,2
62551,62551,2,2,2
62552,62552,2,2,2
62553,62553,2,2,5
62554,62554,2,2,2
62555,62555,5,5,2
62556,62556,2,2,2
62557,62557,6,3,6
62558,62558,2,2,5
62559,62559,5,2,2
62560,62560,2,2,2
62561,62561,2,2,5
62562,62562,6,6,6
62563,62563,5,2,5
62564,62564,2,2,5
62565,62565,5,5,5
62566,62566,5,5,5
62567,62567,3,2,5
62568,62568,2,1,2
62569,62569,5,2,5
62570,62570,2,1,1
62571,62571,6,6,6
62572,62572,6,6,9
62573,62573,5,2,2
62574,62574,5,2,5
62575,62575,6,5,6
62576,62576,3,2,6
62577,62577,2,2,5
62578,62578,2,2,5
62579,62579,6,6,6
62580,62580,2,5,5
62581,62581,5,5,5
62582,62582,6,3,3
62583,62583,3,5,5
62584,62584,1,1,1
62585,62585,6,6,6
62586,62586,2,2,2
62587,62587,2,2,5
62588,62588,2,2,5
62589,62589,5,2,5
62590,62590,2,5,5
62591,62591,2,2,5
62592,62592,2,6,6
62593,62593,2,2,2
62594,62594,2,2,5
62595,62595,2,2,2
62596,62596,3,3,6
62597,62597,2,2,2
62598,62598,6,5,6
62599,62599,2,2,2
62600,62600,5,5,5
62601,62601,2,5,5
62602,62602,3,6,6
62603,62603,3,2,5
62604,62604,5,2,2
62605,62605,5,5,5
62606,62606,2,5,5
62607,62607,6,6,6
62608,62608,3,3,6
62609,62609,3,6,6
62610,62610,2,5,5
62611,62611,2,2,2
62612,62612,6,6,6
62613,62613,2,5,5
62614,62614,2,2,2
62615,62615,2,2,5
62616,62616,2,2,5
62617,62617,2,2,5
62618,62618,2,2,2
62619,62619,2,2,5
62620,62620,2,2,2
62621,62621,2,2,2
62622,62622,2,2,5
62623,62623,5,2,5
62624,62624,2,2,5
62625,62625,2,2,5
62626,62626,2,1,2
62627,62627,5,2,5
62628,62628,5,5,5
62629,62629,5,2,5
62630,62630,2,2,5
62631,62631,3,3,3
62632,62632,5,2,5
62633,62633,2,2,2
62634,62634,2,2,5
62635,62635,6,3,6
62636,62636,5,5,5
62637,62637,3,2,5
62638,62638,2,2,5
62639,62639,5,5,5
62640,62640,2,2,5
62641,62641,2,2,2
62642,62642,5,2,5
62643,62643,3,3,6
62644,62644,2,2,5
62645,62645,5,2,2
62646,62646,1,1,1
62647,62647,2,2,2
62648,62648,2,2,2
62649,62649,1,1,1
62650,62650,3,3,6
62651,62651,1,1,1
62652,62652,2,5,2
62653,62653,2,1,2
62654,62654,2,2,2
62655,62655,1,1,2
62656,62656,5,2,2
62657,62657,2,2,2
62658,62658,1,1,1
62659,62659,1,1,1
62660,62660,2,2,2
62661,62661,5,2,2
62662,62662,2,2,2
62663,62663,2,2,2
62664,62664,2,2,2
62665,62665,2,2,2
62666,62666,2,2,5
62667,62667,2,2,2
62668,62668,2,5,2
62669,62669,1,1,1
62670,62670,5,2,2
62671,62671,2,1,1
62672,62672,2,5,2
62673,62673,3,3,6
62674,62674,2,2,5
62675,62675,1,1,1
62676,62676,2,1,1
62677,62677,2,1,2
62678,62678,2,1,2
62679,62679,1,1,1
62680,62680,1,1,1
62681,62681,2,2,2
62682,62682,2,2,2
62683,62683,1,1,1
62684,62684,2,2,2
62685,62685,2,2,2
62686,62686,2,2,2
62687,62687,2,2,2
62688,62688,2,2,2
62689,62689,2,2,2
62690,62690,1,1,1
62691,62691,5,2,5
62692,62692,2,2,2
62693,62693,2,2,2
