,FID,T7590,T9000,T0015
21730,21730,3,3,2
21731,21731,3,3,3
21732,21732,5,5,5
21733,21733,3,3,3
21734,21734,3,3,6
21735,21735,3,3,5
21736,21736,6,3,5
21737,21737,3,3,6
21738,21738,3,3,6
21739,21739,3,3,2
21740,21740,3,3,5
21741,21741,3,3,5
21742,21742,3,3,6
21743,21743,3,3,6
21744,21744,3,3,6
21745,21745,6,3,6
21746,21746,3,2,2
21747,21747,3,3,5
21748,21748,3,3,5
21749,21749,6,2,5
21750,21750,3,3,3
21751,21751,3,3,3
21752,21752,3,3,2
21753,21753,3,3,3
21754,21754,3,3,6
21755,21755,3,2,2
21756,21756,2,2,2
21757,21757,3,2,2
21758,21758,3,3,3
21759,21759,2,3,2
21760,21760,6,6,6
21761,21761,3,2,2
21762,21762,2,3,3
21763,21763,9,6,5
21764,21764,9,6,6
21765,21765,3,3,9
21766,21766,3,3,2
21767,21767,3,3,6
21768,21768,6,3,6
21769,21769,3,3,6
21770,21770,3,3,6
21771,21771,3,3,6
21772,21772,3,3,6
21773,21773,6,6,6
21774,21774,3,3,2
21775,21775,6,3,5
21776,21776,3,3,6
21777,21777,6,5,5
21778,21778,2,2,2
21779,21779,3,3,3
21780,21780,9,2,3
21781,21781,3,3,6
21782,21782,1,3,2
21783,21783,9,6,6
21784,21784,9,6,6
21785,21785,3,1,3
21786,21786,6,3,5
21787,21787,9,3,5
21788,21788,3,5,6
21789,21789,2,2,2
21790,21790,6,6,6
21791,21791,3,2,5
21792,21792,9,6,5
21793,21793,9,3,5
21794,21794,6,6,5
21795,21795,9,9,9
21796,21796,6,6,5
21797,21797,3,3,6
21798,21798,6,5,5
21799,21799,3,3,5
21800,21800,3,6,6
21801,21801,6,6,5
21802,21802,9,9,9
21803,21803,6,3,5
21804,21804,3,3,6
21805,21805,3,3,6
21806,21806,9,3,3
21807,21807,6,3,6
21808,21808,6,2,5
21809,21809,3,2,5
21810,21810,9,3,9
21811,21811,3,5,5
21812,21812,9,9,6
21813,21813,6,5,5
21814,21814,3,3,5
21815,21815,6,5,5
21816,21816,6,5,5
21817,21817,3,6,6
21818,21818,6,6,5
21819,21819,3,3,5
21820,21820,3,6,5
21821,21821,3,6,5
21822,21822,6,6,6
21823,21823,9,9,6
21824,21824,9,6,5
21825,21825,6,6,6
21826,21826,6,6,5
21827,21827,6,9,9
21828,21828,3,3,5
21829,21829,6,3,6
21830,21830,6,6,9
21831,21831,3,6,6
21832,21832,3,3,6
21833,21833,3,3,6
21834,21834,6,6,5
21835,21835,3,3,6
21836,21836,3,6,5
21837,21837,9,6,6
21838,21838,9,6,5
21839,21839,6,6,6
21840,21840,3,6,5
21841,21841,3,3,5
21842,21842,3,3,9
21843,21843,3,3,6
21844,21844,2,5,2
21845,21845,9,9,6
21846,21846,9,9,9
21847,21847,6,5,5
21848,21848,5,5,2
21849,21849,9,6,5
21850,21850,3,3,6
21851,21851,2,2,5
21852,21852,5,2,5
21853,21853,6,3,6
21854,21854,3,2,5
21855,21855,9,6,5
21856,21856,3,3,5
21857,21857,2,3,5
21858,21858,3,3,5
21859,21859,6,6,5
21860,21860,3,6,5
21861,21861,6,3,6
21862,21862,3,6,2
21863,21863,3,3,6
21864,21864,3,3,5
21865,21865,3,6,5
21866,21866,2,2,2
21867,21867,3,3,6
21868,21868,3,6,5
21869,21869,3,3,6
21870,21870,9,6,2
21871,21871,9,6,5
21872,21872,9,6,5
21873,21873,3,2,5
21874,21874,3,6,5
21875,21875,3,3,6
21876,21876,3,3,5
21877,21877,2,5,2
21878,21878,3,6,5
21879,21879,3,5,5
21880,21880,6,2,5
21881,21881,9,6,9
21882,21882,9,9,6
21883,21883,3,6,5
21884,21884,3,6,6
21885,21885,6,6,6
21886,21886,3,6,5
21887,21887,6,5,5
21888,21888,3,3,5
21889,21889,9,9,9
21890,21890,3,3,2
21891,21891,2,3,2
21892,21892,6,3,6
21893,21893,3,3,6
21894,21894,3,3,2
21895,21895,6,6,3
21896,21896,3,3,6
21897,21897,3,3,2
21898,21898,3,3,9
21899,21899,3,2,2
21900,21900,3,3,5
21901,21901,3,3,5
21902,21902,3,6,6
21903,21903,5,2,1
21904,21904,9,6,6
21905,21905,3,2,2
21906,21906,3,3,6
21907,21907,6,6,6
21908,21908,3,3,3
21909,21909,9,3,2
21910,21910,3,3,5
21911,21911,3,3,2
21912,21912,2,2,2
21913,21913,3,3,6
21914,21914,3,2,5
21915,21915,2,3,3
21916,21916,2,2,2
21917,21917,3,3,5
21918,21918,3,6,9
21919,21919,6,3,6
21920,21920,3,3,6
21921,21921,3,3,2
21922,21922,3,6,6
21923,21923,3,3,9
21924,21924,6,3,6
21925,21925,6,3,5
21926,21926,2,2,2
21927,21927,3,3,5
21928,21928,3,3,5
21929,21929,3,3,6
21930,21930,3,3,5
21931,21931,3,3,9
21932,21932,3,2,2
21933,21933,3,3,5
21934,21934,3,3,9
21935,21935,3,3,6
21936,21936,9,3,6
21937,21937,3,6,6
21938,21938,3,3,6
21939,21939,3,3,6
21940,21940,3,2,5
21941,21941,3,3,6
21942,21942,9,3,5
21943,21943,5,2,2
21944,21944,3,3,6
21945,21945,3,3,5
21946,21946,6,6,5
21947,21947,9,6,6
21948,21948,6,6,6
21949,21949,6,6,6
21950,21950,3,3,5
21951,21951,9,6,6
21952,21952,3,2,2
21953,21953,3,3,6
21954,21954,3,3,6
21955,21955,3,3,6
21956,21956,6,3,6
21957,21957,6,3,9
21958,21958,3,3,6
21959,21959,3,3,6
21960,21960,3,3,6
21961,21961,3,3,3
21962,21962,3,3,6
21963,21963,3,3,5
21964,21964,3,6,9
21965,21965,6,6,6
21966,21966,3,3,6
21967,21967,9,3,9
21968,21968,6,3,9
21969,21969,3,3,6
21970,21970,3,3,3
21971,21971,3,3,9
21972,21972,6,3,6
21973,21973,3,3,9
21974,21974,3,3,5
21975,21975,9,6,9
21976,21976,3,3,6
21977,21977,9,6,9
21978,21978,3,3,6
21979,21979,5,2,5
21980,21980,3,3,6
21981,21981,3,3,9
21982,21982,6,3,5
21983,21983,3,3,6
21984,21984,6,6,9
21985,21985,3,3,5
21986,21986,3,3,6
21987,21987,3,3,9
21988,21988,1,2,2
21989,21989,3,3,6
21990,21990,3,3,3
21991,21991,3,3,9
21992,21992,6,3,9
21993,21993,6,3,6
21994,21994,3,3,6
21995,21995,6,6,6
21996,21996,3,3,6
21997,21997,3,3,9
21998,21998,6,3,9
21999,21999,3,3,5
22000,22000,6,3,9
22001,22001,3,3,6
22002,22002,3,3,5
22003,22003,6,3,9
22004,22004,3,2,5
22005,22005,3,3,6
22006,22006,3,3,6
22007,22007,3,3,9
22008,22008,3,2,6
22009,22009,2,2,1
22010,22010,3,3,9
22011,22011,6,6,9
22012,22012,3,3,6
22013,22013,3,2,5
22014,22014,3,3,9
22015,22015,3,3,6
22016,22016,3,3,6
22017,22017,3,3,2
22018,22018,1,3,6
22019,22019,3,3,6
22020,22020,6,6,9
22021,22021,3,2,6
22022,22022,3,3,9
22023,22023,3,3,9
22024,22024,6,3,6
22025,22025,3,2,2
22026,22026,9,6,9
22027,22027,3,3,6
22028,22028,3,3,6
22029,22029,6,6,9
22030,22030,3,6,9
22031,22031,3,3,9
22032,22032,3,3,2
22033,22033,9,3,6
22034,22034,3,3,9
22035,22035,3,3,9
22036,22036,9,9,9
22037,22037,3,3,6
22038,22038,3,3,6
22039,22039,6,9,9
22040,22040,9,3,6
22041,22041,2,2,1
22042,22042,3,6,9
22043,22043,3,3,6
22044,22044,3,3,9
22045,22045,3,3,9
22046,22046,3,3,6
22047,22047,2,2,2
22048,22048,6,3,9
22049,22049,9,3,9
22050,22050,6,3,6
22051,22051,3,3,6
22052,22052,3,3,5
22053,22053,9,3,6
22054,22054,3,3,5
22055,22055,3,6,9
22056,22056,3,3,6
22057,22057,3,3,6
22058,22058,3,3,6
22059,22059,3,3,9
22060,22060,6,3,6
22061,22061,3,3,6
22062,22062,3,3,6
22063,22063,2,2,2
22064,22064,3,3,6
22065,22065,3,3,2
22066,22066,6,3,2
22067,22067,3,6,6
22068,22068,3,3,6
22069,22069,3,6,6
22070,22070,3,3,3
22071,22071,3,3,6
22072,22072,9,3,6
22073,22073,9,6,6
22074,22074,6,3,6
22075,22075,3,6,5
22076,22076,9,3,6
22077,22077,3,3,5
22078,22078,6,6,9
22079,22079,3,3,2
22080,22080,9,2,2
22081,22081,3,3,3
22082,22082,1,1,1
22083,22083,3,2,2
22084,22084,3,3,3
22085,22085,3,3,2
22086,22086,3,3,5
22087,22087,3,2,2
22088,22088,3,3,2
22089,22089,3,3,6
22090,22090,3,6,9
22091,22091,6,2,5
22092,22092,3,2,5
22093,22093,3,3,6
22094,22094,6,6,6
22095,22095,3,3,2
22096,22096,6,3,3
22097,22097,2,2,1
22098,22098,2,2,1
22099,22099,3,6,2
22100,22100,3,2,2
22101,22101,3,3,2
22102,22102,3,3,2
22103,22103,3,3,3
22104,22104,3,2,2
22105,22105,3,6,6
22106,22106,6,6,2
22107,22107,3,3,2
22108,22108,3,3,3
22109,22109,9,6,3
22110,22110,9,9,9
22111,22111,1,1,1
22112,22112,6,3,2
22113,22113,1,1,3
22114,22114,3,2,3
22115,22115,9,2,2
22116,22116,9,6,6
22117,22117,2,1,2
22118,22118,3,3,2
22119,22119,3,3,5
22120,22120,2,2,2
22121,22121,6,6,6
22122,22122,3,2,5
22123,22123,3,3,2
22124,22124,3,2,2
22125,22125,3,3,6
22126,22126,3,3,3
22127,22127,3,3,3
22128,22128,2,2,2
22129,22129,6,2,2
22130,22130,3,3,6
22131,22131,6,3,2
22132,22132,6,6,3
22133,22133,3,9,9
22134,22134,6,2,2
22135,22135,3,6,3
22136,22136,3,3,3
22137,22137,3,3,3
22138,22138,3,6,6
22139,22139,6,9,6
22140,22140,3,3,6
22141,22141,3,3,3
22142,22142,2,3,3
22143,22143,3,6,6
22144,22144,3,3,2
22145,22145,3,6,6
22146,22146,3,5,2
22147,22147,3,6,5
22148,22148,3,3,2
22149,22149,3,3,9
22150,22150,6,3,3
22151,22151,6,9,9
22152,22152,3,3,3
22153,22153,3,3,6
22154,22154,9,3,3
22155,22155,3,3,3
22156,22156,3,3,6
22157,22157,3,3,6
22158,22158,3,3,3
22159,22159,6,6,5
22160,22160,3,2,2
22161,22161,3,3,3
22162,22162,3,6,6
22163,22163,3,6,6
22164,22164,3,3,5
22165,22165,3,3,3
22166,22166,3,3,3
22167,22167,3,3,3
22168,22168,3,3,3
22169,22169,3,3,3
22170,22170,3,3,3
22171,22171,3,3,3
22172,22172,3,3,2
22173,22173,3,3,3
22174,22174,3,3,3
22175,22175,3,3,3
22176,22176,3,3,3
22177,22177,6,3,5
22178,22178,3,2,3
22179,22179,9,9,5
22180,22180,5,3,3
22181,22181,6,3,6
22182,22182,6,3,2
22183,22183,5,5,5
22184,22184,9,3,3
22185,22185,9,5,5
22186,22186,6,5,5
22187,22187,6,2,2
22188,22188,6,3,2
22189,22189,5,5,5
22190,22190,5,5,5
22191,22191,6,2,5
22192,22192,6,2,5
22193,22193,2,2,5
22194,22194,1,2,5
22195,22195,3,3,5
22196,22196,3,2,5
22197,22197,3,2,5
22198,22198,2,3,5
22199,22199,3,3,5
22200,22200,2,2,5
22201,22201,3,1,5
22202,22202,2,2,5
22203,22203,6,3,5
22204,22204,2,2,5
22205,22205,5,5,5
22206,22206,9,6,5
22207,22207,9,6,5
22208,22208,9,6,5
22209,22209,9,9,5
22210,22210,9,5,5
22211,22211,5,5,5
22212,22212,6,5,5
22213,22213,9,6,5
22214,22214,5,2,5
22215,22215,9,6,9
22216,22216,5,5,5
22217,22217,5,5,5
22218,22218,9,6,5
22219,22219,6,3,9
22220,22220,3,2,6
22221,22221,3,3,5
22222,22222,3,3,5
22223,22223,3,3,5
22224,22224,2,2,1
22225,22225,2,3,5
22226,22226,3,2,5
22227,22227,3,2,5
22228,22228,2,2,5
22229,22229,3,2,5
22230,22230,3,3,5
22231,22231,3,2,5
22232,22232,3,2,5
22233,22233,3,3,9
22234,22234,6,6,9
22235,22235,6,3,9
22236,22236,9,9,9
22237,22237,3,2,5
22238,22238,3,3,5
22239,22239,3,3,6
22240,22240,2,2,5
22241,22241,3,3,9
22242,22242,2,1,5
22243,22243,2,2,5
22244,22244,9,9,9
22245,22245,3,2,1
22246,22246,6,2,5
22247,22247,2,2,2
22248,22248,9,6,9
22249,22249,6,6,9
22250,22250,3,2,5
22251,22251,3,2,5
22252,22252,2,2,5
22253,22253,2,2,1
22254,22254,5,2,5
22255,22255,1,1,1
22256,22256,3,2,5
22257,22257,3,2,1
22258,22258,3,2,1
22259,22259,3,2,1
22260,22260,6,5,1
22261,22261,6,2,1
22262,22262,3,2,1
22263,22263,3,2,1
22264,22264,3,2,1
22265,22265,3,2,1
22266,22266,3,2,1
22267,22267,3,2,1
22268,22268,3,2,1
22269,22269,3,2,1
22270,22270,3,2,1
22271,22271,9,2,1
22272,22272,6,2,1
22273,22273,3,2,1
22274,22274,3,2,1
22275,22275,3,5,1
22276,22276,3,1,1
22277,22277,3,1,1
22278,22278,3,1,1
22279,22279,3,1,1
22280,22280,3,1,1
22281,22281,3,1,1
22282,22282,9,1,1
22283,22283,3,1,1
22284,22284,3,1,1
22285,22285,6,1,1
22286,22286,3,1,1
22287,22287,3,1,1
22288,22288,3,1,1
22289,22289,3,1,1
22290,22290,3,1,1
22291,22291,3,1,1
22292,22292,6,1,1
22293,22293,3,1,1
22294,22294,3,9,2
22295,22295,3,9,2
22296,22296,3,6,2
22297,22297,3,5,5
22298,22298,3,5,2
22299,22299,3,2,2
22300,22300,3,2,2
22301,22301,9,5,5
22302,22302,3,2,2
22303,22303,9,5,5
22304,22304,9,2,2
22305,22305,3,5,5
22306,22306,9,5,2
22307,22307,9,2,2
22308,22308,3,5,2
22309,22309,3,5,5
22310,22310,3,2,2
22311,22311,9,5,5
22312,22312,9,2,2
22313,22313,3,2,2
22314,22314,3,2,1
22315,22315,3,2,1
22316,22316,3,2,1
22317,22317,3,2,1
22318,22318,3,2,1
22319,22319,3,5,1
22320,22320,3,2,1
22321,22321,3,2,1
22322,22322,3,2,1
22323,22323,6,2,1
22324,22324,3,1,2
22325,22325,3,2,1
22326,22326,3,2,1
22327,22327,3,2,1
22328,22328,6,5,1
22329,22329,3,5,1
22330,22330,6,2,1
22331,22331,1,3,1
22332,22332,3,2,2
22333,22333,3,1,3
22334,22334,6,5,5
22335,22335,3,2,2
22336,22336,3,5,5
22337,22337,3,5,5
22338,22338,9,2,2
22339,22339,6,5,5
22340,22340,9,5,5
22341,22341,3,5,5
22342,22342,3,2,2
22343,22343,3,5,2
22344,22344,3,2,2
22345,22345,3,5,5
22346,22346,3,2,2
22347,22347,3,2,2
22348,22348,3,5,2
22349,22349,3,5,5
22350,22350,3,2,2
22351,22351,3,2,2
22352,22352,9,5,2
22353,22353,6,5,2
22354,22354,3,2,2
22355,22355,3,3,3
22356,22356,3,3,3
22357,22357,3,3,3
22358,22358,3,3,3
22359,22359,3,3,3
22360,22360,3,3,3
22361,22361,3,3,3
22362,22362,3,3,3
22363,22363,9,9,9
22364,22364,3,3,3
22365,22365,9,9,6
22366,22366,3,3,3
22367,22367,3,3,3
22368,22368,3,3,3
22369,22369,3,9,9
22370,22370,6,9,9
22371,22371,3,9,9
22372,22372,3,2,2
22373,22373,6,5,2
22374,22374,3,2,2
22375,22375,3,2,2
22376,22376,9,5,5
22377,22377,9,5,5
22378,22378,3,5,2
22379,22379,9,5,5
22380,22380,3,2,2
22381,22381,9,5,5
22382,22382,3,2,2
22383,22383,9,5,5
22384,22384,3,2,2
22385,22385,9,5,5
22386,22386,3,5,2
22387,22387,9,5,2
22388,22388,3,2,2
22389,22389,9,5,2
22390,22390,3,5,5
22391,22391,6,2,5
22392,22392,9,5,2
22393,22393,3,5,5
22394,22394,3,2,2
22395,22395,6,2,2
22396,22396,3,2,5
22397,22397,6,2,2
22398,22398,3,2,2
22399,22399,3,2,5
22400,22400,3,5,5
22401,22401,9,2,2
22402,22402,6,2,2
22403,22403,3,2,2
22404,22404,3,5,5
22405,22405,3,5,5
22406,22406,3,2,2
22407,22407,3,2,5
22408,22408,9,5,2
22409,22409,3,5,2
22410,22410,9,5,2
22411,22411,3,2,2
22412,22412,3,2,2
22413,22413,3,2,2
22414,22414,3,2,2
22415,22415,3,2,5
22416,22416,3,2,2
22417,22417,9,2,2
22418,22418,9,2,2
22419,22419,9,5,5
22420,22420,3,2,2
22421,22421,3,2,2
22422,22422,3,1,2
22423,22423,3,2,2
22424,22424,3,2,2
22425,22425,3,2,2
22426,22426,3,2,2
22427,22427,3,2,2
22428,22428,3,2,2
22429,22429,3,2,2
22430,22430,6,5,5
22431,22431,1,3,1
22432,22432,3,2,5
22433,22433,3,1,1
22434,22434,3,1,1
22435,22435,3,1,1
22436,22436,9,1,1
22437,22437,3,1,1
22438,22438,3,1,1
22439,22439,3,1,1
22440,22440,3,1,1
22441,22441,3,1,1
22442,22442,3,1,1
22443,22443,9,1,1
22444,22444,9,1,1
22445,22445,3,1,1
22446,22446,3,1,1
22447,22447,3,1,1
22448,22448,3,1,1
22449,22449,3,1,1
22450,22450,3,1,1
22451,22451,6,1,1
22452,22452,3,1,1
22453,22453,3,1,1
22454,22454,6,6,6
22455,22455,3,1,1
22456,22456,3,1,1
22457,22457,3,1,1
22458,22458,9,1,1
22459,22459,9,9,9
22460,22460,5,1,1
22461,22461,2,1,1
22462,22462,2,1,1
22463,22463,5,1,1
22464,22464,2,1,1
22465,22465,2,1,1
22466,22466,2,1,1
22467,22467,2,1,1
22468,22468,2,1,1
22469,22469,2,1,1
22470,22470,2,1,1
22471,22471,2,1,1
22472,22472,2,1,1
22473,22473,5,1,1
22474,22474,2,1,1
22475,22475,2,1,1
22476,22476,2,1,1
22477,22477,2,1,1
22478,22478,2,1,1
22479,22479,3,2,2
22480,22480,3,5,1
22481,22481,3,2,2
22482,22482,3,2,1
22483,22483,3,2,2
22484,22484,3,2,2
22485,22485,6,2,2
22486,22486,3,5,2
22487,22487,3,2,1
22488,22488,3,2,2
22489,22489,3,2,2
22490,22490,3,2,1
22491,22491,6,5,2
22492,22492,3,2,2
22493,22493,9,2,2
22494,22494,3,2,2
22495,22495,3,2,2
22496,22496,3,2,2
22497,22497,3,2,2
22498,22498,3,5,2
22499,22499,3,1,1
22500,22500,9,1,1
22501,22501,6,1,1
22502,22502,3,1,1
22503,22503,3,1,1
22504,22504,6,2,1
22505,22505,3,1,1
22506,22506,3,1,1
22507,22507,3,1,1
22508,22508,3,2,1
22509,22509,3,1,1
22510,22510,6,1,1
22511,22511,3,1,1
22512,22512,3,1,1
22513,22513,6,1,1
22514,22514,9,6,5
22515,22515,9,6,5
22516,22516,3,3,2
22517,22517,9,6,5
22518,22518,9,2,2
22519,22519,6,2,2
22520,22520,9,2,2
22521,22521,6,2,2
22522,22522,9,2,2
22523,22523,9,2,2
22524,22524,9,2,2
22525,22525,3,2,2
22526,22526,6,5,2
22527,22527,3,2,1
22528,22528,6,2,2
22529,22529,9,2,2
22530,22530,9,5,2
22531,22531,3,2,1
22532,22532,3,3,3
22533,22533,6,3,6
22534,22534,3,3,3
22535,22535,6,3,3
22536,22536,1,1,3
22537,22537,3,3,3
22538,22538,3,6,3
22539,22539,3,6,6
22540,22540,3,3,3
22541,22541,3,3,3
22542,22542,3,9,3
22543,22543,3,1,2
22544,22544,3,3,3
22545,22545,3,3,3
22546,22546,2,1,1
22547,22547,2,1,1
22548,22548,2,1,1
22549,22549,2,1,1
22550,22550,5,1,1
22551,22551,2,1,1
22552,22552,2,1,1
22553,22553,2,1,1
22554,22554,2,1,1
22555,22555,2,1,1
22556,22556,2,1,1
22557,22557,2,1,1
22558,22558,2,1,1
22559,22559,2,1,1
22560,22560,2,1,1
22561,22561,2,1,1
22562,22562,2,1,1
22563,22563,2,1,1
22564,22564,2,1,1
22565,22565,2,1,1
22566,22566,2,1,1
22567,22567,2,1,1
22568,22568,2,1,1
22569,22569,2,1,1
22570,22570,2,1,1
22571,22571,2,1,1
22572,22572,2,1,1
22573,22573,2,1,1
22574,22574,2,1,1
22575,22575,2,1,1
22576,22576,2,1,1
22577,22577,2,1,1
22578,22578,5,1,1
22579,22579,2,1,1
22580,22580,2,1,1
22581,22581,2,1,1
22582,22582,2,1,1
22583,22583,2,1,1
22584,22584,6,6,9
22585,22585,2,6,6
22586,22586,9,6,9
22587,22587,3,6,6
22588,22588,2,3,6
22589,22589,9,9,9
22590,22590,5,3,5
22591,22591,6,6,6
22592,22592,2,6,6
22593,22593,2,3,6
22594,22594,6,9,9
22595,22595,2,2,2
22596,22596,6,6,6
22597,22597,9,9,9
22598,22598,2,6,6
22599,22599,6,3,6
22600,22600,6,3,9
22601,22601,6,6,9
22602,22602,3,3,3
22603,22603,3,6,9
22604,22604,9,9,9
22605,22605,6,3,9
22606,22606,3,6,9
22607,22607,9,9,9
22608,22608,3,9,9
22609,22609,3,3,9
22610,22610,9,9,9
22611,22611,3,6,9
22612,22612,9,9,9
22613,22613,6,9,9
22614,22614,3,9,9
22615,22615,2,3,6
22616,22616,3,3,3
22617,22617,3,6,9
22618,22618,9,9,9
22619,22619,1,2,1
22620,22620,3,3,6
22621,22621,6,3,6
22622,22622,9,6,6
22623,22623,2,3,5
22624,22624,3,6,9
22625,22625,3,3,3
22626,22626,6,3,9
22627,22627,2,3,3
22628,22628,3,3,3
22629,22629,6,3,6
22630,22630,2,3,6
22631,22631,3,3,3
22632,22632,3,3,3
22633,22633,2,3,2
22634,22634,3,3,6
22635,22635,3,3,3
22636,22636,1,2,2
22637,22637,3,6,6
22638,22638,6,3,3
22639,22639,2,3,2
22640,22640,6,6,6
22641,22641,2,3,2
22642,22642,6,3,3
22643,22643,3,3,6
22644,22644,3,3,3
22645,22645,6,3,6
22646,22646,3,3,6
22647,22647,2,3,2
22648,22648,1,2,2
22649,22649,2,3,2
22650,22650,3,3,9
22651,22651,3,3,9
22652,22652,6,3,3
22653,22653,3,3,3
22654,22654,3,3,9
22655,22655,3,3,9
22656,22656,3,3,3
22657,22657,3,2,6
22658,22658,3,3,3
22659,22659,9,9,9
22660,22660,6,9,9
22661,22661,6,9,9
22662,22662,3,3,3
22663,22663,6,3,6
22664,22664,9,9,9
22665,22665,2,2,2
22666,22666,2,3,6
22667,22667,3,3,6
22668,22668,6,6,6
22669,22669,6,9,9
22670,22670,3,6,9
22671,22671,6,9,9
22672,22672,9,3,9
22673,22673,6,3,6
22674,22674,6,6,9
22675,22675,6,6,6
22676,22676,9,6,9
22677,22677,9,9,9
22678,22678,5,9,9
22679,22679,3,6,9
22680,22680,6,9,9
22681,22681,3,6,9
22682,22682,3,6,6
22683,22683,2,6,9
22684,22684,6,9,9
22685,22685,3,9,9
22686,22686,9,9,9
22687,22687,3,9,6
22688,22688,9,9,6
22689,22689,9,9,9
22690,22690,9,9,9
22691,22691,6,6,3
22692,22692,3,3,9
22693,22693,9,9,9
22694,22694,9,9,9
22695,22695,3,9,9
22696,22696,3,9,9
22697,22697,9,9,9
22698,22698,9,3,9
22699,22699,3,9,9
22700,22700,3,9,9
22701,22701,2,3,2
22702,22702,9,9,9
22703,22703,9,9,3
22704,22704,3,3,9
22705,22705,9,3,6
22706,22706,3,3,6
22707,22707,3,3,6
22708,22708,3,3,9
22709,22709,2,3,5
22710,22710,3,9,9
22711,22711,2,3,3
22712,22712,3,3,6
22713,22713,1,1,1
22714,22714,6,5,2
22715,22715,9,9,5
22716,22716,9,9,9
22717,22717,6,9,5
22718,22718,2,2,2
22719,22719,6,5,5
22720,22720,3,3,3
22721,22721,9,9,9
22722,22722,3,3,2
22723,22723,6,2,6
22724,22724,2,3,1
22725,22725,3,2,2
22726,22726,1,3,1
22727,22727,2,3,3
22728,22728,6,2,5
22729,22729,6,9,9
22730,22730,2,2,2
22731,22731,9,9,9
22732,22732,3,9,3
22733,22733,3,3,6
22734,22734,3,3,3
22735,22735,6,6,2
22736,22736,3,3,2
22737,22737,6,6,6
22738,22738,3,9,3
22739,22739,9,9,9
22740,22740,6,6,9
22741,22741,3,9,9
22742,22742,3,6,9
22743,22743,3,6,3
22744,22744,2,6,3
22745,22745,3,6,9
22746,22746,3,6,6
22747,22747,2,6,6
22748,22748,3,3,3
22749,22749,3,9,9
22750,22750,3,3,3
22751,22751,3,3,3
22752,22752,3,9,9
22753,22753,3,9,3
22754,22754,3,3,3
22755,22755,3,9,6
22756,22756,9,9,6
22757,22757,5,5,5
22758,22758,6,6,5
22759,22759,6,6,5
22760,22760,5,5,5
22761,22761,9,6,5
22762,22762,9,6,5
22763,22763,9,6,6
22764,22764,9,9,9
22765,22765,5,5,5
22766,22766,9,9,9
22767,22767,9,6,6
22768,22768,6,6,5
22769,22769,9,9,9
22770,22770,5,2,2
22771,22771,5,6,5
22772,22772,2,6,5
22773,22773,5,2,2
22774,22774,2,5,2
22775,22775,6,6,5
22776,22776,1,2,2
22777,22777,5,5,5
22778,22778,6,6,5
22779,22779,1,2,1
22780,22780,2,5,2
22781,22781,2,2,2
22782,22782,9,9,9
22783,22783,2,2,1
22784,22784,6,6,6
22785,22785,5,2,2
22786,22786,2,2,5
22787,22787,2,2,1
22788,22788,5,5,2
22789,22789,9,6,9
22790,22790,6,3,6
22791,22791,9,2,3
22792,22792,6,9,5
22793,22793,9,3,9
22794,22794,3,6,9
22795,22795,6,6,9
22796,22796,9,3,6
22797,22797,9,6,6
22798,22798,3,3,6
22799,22799,9,6,9
22800,22800,9,3,6
22801,22801,9,6,9
22802,22802,9,6,9
22803,22803,9,6,9
22804,22804,9,3,9
22805,22805,9,6,9
22806,22806,9,3,9
22807,22807,9,6,9
22808,22808,9,3,9
22809,22809,3,1,3
22810,22810,3,3,9
22811,22811,9,3,3
22812,22812,3,3,6
22813,22813,3,3,3
22814,22814,3,3,6
22815,22815,3,3,3
22816,22816,3,3,6
22817,22817,6,3,6
22818,22818,9,3,6
22819,22819,6,3,6
22820,22820,9,3,9
22821,22821,3,3,6
22822,22822,9,3,3
22823,22823,9,3,9
22824,22824,9,2,6
22825,22825,9,3,6
22826,22826,9,3,9
22827,22827,9,3,9
22828,22828,9,2,9
22829,22829,9,6,9
22830,22830,6,2,5
22831,22831,3,3,9
22832,22832,9,6,6
22833,22833,9,3,9
22834,22834,9,3,6
22835,22835,9,3,6
22836,22836,9,3,9
22837,22837,3,3,9
22838,22838,3,2,6
22839,22839,3,3,9
22840,22840,6,3,9
22841,22841,9,3,6
22842,22842,6,3,9
22843,22843,6,2,2
22844,22844,3,3,6
22845,22845,3,3,6
22846,22846,9,3,9
22847,22847,6,3,6
22848,22848,9,2,6
22849,22849,6,3,6
22850,22850,9,3,6
22851,22851,3,3,9
22852,22852,9,3,6
22853,22853,3,9,6
22854,22854,9,3,9
22855,22855,9,3,9
22856,22856,9,3,6
22857,22857,6,3,6
22858,22858,9,3,9
22859,22859,1,1,1
22860,22860,3,3,9
22861,22861,3,3,6
22862,22862,3,9,9
22863,22863,3,3,6
22864,22864,9,3,9
22865,22865,9,3,6
22866,22866,9,3,9
22867,22867,9,2,3
22868,22868,3,1,1
22869,22869,9,6,6
22870,22870,9,6,9
22871,22871,9,3,6
22872,22872,3,6,9
22873,22873,9,6,9
22874,22874,3,9,9
22875,22875,9,9,9
22876,22876,9,3,9
22877,22877,3,3,3
22878,22878,6,6,9
22879,22879,3,9,9
22880,22880,9,9,9
22881,22881,6,5,5
22882,22882,3,3,3
22883,22883,9,3,9
22884,22884,3,3,3
22885,22885,6,2,6
22886,22886,9,2,6
22887,22887,9,3,9
22888,22888,3,3,3
22889,22889,6,2,2
22890,22890,9,5,9
22891,22891,3,2,6
22892,22892,9,9,9
22893,22893,9,5,9
22894,22894,3,3,3
